sec_name,LASTDELIVERY_DATE,bond_cd,ptmyear,anal_precupn,nxcupn,couponrate,interestfrequency
T1509.CFE,2015/9/16,050004.IB,9.661202186,2015/5/15,2015/11/15,4.11,2
T1509.CFE,2015/9/16,080002.IB,7.452054795,2015/8/28,2016/2/28,4.16,2
T1509.CFE,2015/9/16,080023.IB,8.197260274,2015/5/27,2015/11/27,3.62,2
T1509.CFE,2015/9/16,090011.IB,8.734972678,2015/6/11,2015/12/11,3.69,2
T1509.CFE,2015/9/16,120009.IB,6.68579235,2015/5/24,2015/11/24,3.36,2
T1509.CFE,2015/9/16,120015.IB,6.93442623,2015/8/23,2016/2/23,3.39,2
T1509.CFE,2015/9/16,120021.IB,7.24109589,2015/6/13,2015/12/13,3.55,2
T1509.CFE,2015/9/16,130005.IB,7.432876712,2015/8/21,2016/2/21,3.52,2
T1509.CFE,2015/9/16,130011.IB,7.683060109,2015/5/23,2015/11/23,3.38,2
T1509.CFE,2015/9/16,130018.IB,7.931693989,2015/8/22,2016/2/22,4.08,2
T1509.CFE,2015/9/16,140012.IB,8.756830601,2015/6/19,2015/12/19,4,2
T1509.CFE,2015/9/16,140029.IB,9.254794521,2015/6/18,2015/12/18,3.77,2
T1509.CFE,2015/9/16,150005.IB,9.56284153,2015/4/9,2015/10/9,3.64,2
T1509.CFE,2015/9/16,150007.IB,6.581967213,2015/4/16,2016/4/16,3.54,1
T1509.CFE,2015/9/16,150014.IB,6.81147541,2015/7/9,2016/7/9,3.3,1
T1509.CFE,2015/9/16,150016.IB,9.830601093,2015/7/16,2016/1/16,3.51,2
T1512.CFE,2015/12/16,050004.IB,9.412568306,2015/11/15,2016/5/15,4.11,2
T1512.CFE,2015/12/16,080002.IB,7.202739726,2015/8/28,2016/2/28,4.16,2
T1512.CFE,2015/12/16,080023.IB,7.948087432,2015/11/27,2016/5/27,3.62,2
T1512.CFE,2015/12/16,120015.IB,6.68579235,2015/8/23,2016/2/23,3.39,2
T1512.CFE,2015/12/16,130005.IB,7.183561644,2015/8/21,2016/2/21,3.52,2
T1512.CFE,2015/12/16,130011.IB,7.43442623,2015/11/23,2016/5/23,3.38,2
T1512.CFE,2015/12/16,130018.IB,7.683060109,2015/8/22,2016/2/22,4.08,2
T1512.CFE,2015/12/16,140005.IB,8.259562842,2015/9/20,2016/3/20,4.42,2
T1512.CFE,2015/12/16,140021.IB,8.756830601,2015/9/18,2016/3/18,4.13,2
T1512.CFE,2015/12/16,150005.IB,9.31420765,2015/10/9,2016/4/9,3.64,2
T1512.CFE,2015/12/16,150014.IB,6.56284153,2015/7/9,2016/7/9,3.3,1
T1512.CFE,2015/12/16,150016.IB,9.581967213,2015/7/16,2016/1/16,3.51,2
T1512.CFE,2015/12/16,150023.IB,9.830601093,2015/10/15,2016/4/15,2.99,2
T1512.CFE,2015/12/16,150026.IB,6.849726776,2015/10/22,2016/10/22,3.05,1
T1603.CFE,2016/3/16,050004.IB,9.163934426,2015/11/15,2016/5/15,4.11,2
T1603.CFE,2016/3/16,080002.IB,6.953551913,2016/2/28,2016/8/28,4.16,2
T1603.CFE,2016/3/16,080023.IB,7.699453552,2015/11/27,2016/5/27,3.62,2
T1603.CFE,2016/3/16,090011.IB,8.237704918,2015/12/11,2016/6/11,3.69,2
T1603.CFE,2016/3/16,120021.IB,6.743169399,2015/12/13,2016/6/13,3.55,2
T1603.CFE,2016/3/16,130005.IB,6.93442623,2016/2/21,2016/8/21,3.52,2
T1603.CFE,2016/3/16,130011.IB,7.18579235,2015/11/23,2016/5/23,3.38,2
T1603.CFE,2016/3/16,130018.IB,7.43442623,2016/2/22,2016/8/22,4.08,2
T1603.CFE,2016/3/16,140012.IB,8.259562842,2015/12/19,2016/6/19,4,2
T1603.CFE,2016/3/16,140029.IB,8.756830601,2015/12/18,2016/6/18,3.77,2
T1603.CFE,2016/3/16,150005.IB,9.06557377,2015/10/9,2016/4/9,3.64,2
T1603.CFE,2016/3/16,150016.IB,9.333333333,2016/1/16,2016/7/16,3.51,2
T1603.CFE,2016/3/16,150023.IB,9.581967213,2015/10/15,2016/4/15,2.99,2
T1603.CFE,2016/3/16,150026.IB,6.601092896,2015/10/22,2016/10/22,3.05,1
T1603.CFE,2016/3/16,160004.IB,9.868852459,2016/1/28,2016/7/28,2.85,2
T1606.CFE,2016/6/16,050004.IB,8.912328767,2016/5/15,2016/11/15,4.11,2
T1606.CFE,2016/6/16,080002.IB,6.702185792,2016/2/28,2016/8/28,4.16,2
T1606.CFE,2016/6/16,080023.IB,7.448087432,2016/5/27,2016/11/27,3.62,2
T1606.CFE,2016/6/16,130005.IB,6.683060109,2016/2/21,2016/8/21,3.52,2
T1606.CFE,2016/6/16,130011.IB,6.934246575,2016/5/23,2016/11/23,3.38,2
T1606.CFE,2016/6/16,130018.IB,7.183060109,2016/2/22,2016/8/22,4.08,2
T1606.CFE,2016/6/16,140005.IB,7.75890411,2016/3/20,2016/9/20,4.42,2
T1606.CFE,2016/6/16,140021.IB,8.256830601,2016/3/18,2016/9/18,4.13,2
T1606.CFE,2016/6/16,150005.IB,8.81369863,2016/4/9,2016/10/9,3.64,2
T1606.CFE,2016/6/16,150016.IB,9.081967213,2016/1/16,2016/7/16,3.51,2
T1606.CFE,2016/6/16,150023.IB,9.330601093,2016/4/15,2016/10/15,2.99,2
T1606.CFE,2016/6/16,160004.IB,9.617486339,2016/1/28,2016/7/28,2.85,2
T1606.CFE,2016/6/16,160006.IB,6.750684932,2016/3/17,2017/3/17,2.75,1
T1606.CFE,2016/6/16,160010.IB,9.884931507,2016/5/5,2016/11/5,2.9,2
T1609.CFE,2016/9/14,050004.IB,8.665753425,2016/5/15,2016/11/15,4.11,2
T1609.CFE,2016/9/14,060009.IB,9.780821918,2016/6/26,2016/12/26,3.7,2
T1609.CFE,2016/9/14,080023.IB,7.202185792,2016/5/27,2016/11/27,3.62,2
T1609.CFE,2016/9/14,090011.IB,7.739726027,2016/6/11,2016/12/11,3.69,2
T1609.CFE,2016/9/14,130011.IB,6.687671233,2016/5/23,2016/11/23,3.38,2
T1609.CFE,2016/9/14,130018.IB,6.936986301,2016/8/22,2017/2/22,4.08,2
T1609.CFE,2016/9/14,140012.IB,7.761643836,2016/6/19,2016/12/19,4,2
T1609.CFE,2016/9/14,140029.IB,8.259562842,2016/6/18,2016/12/18,3.77,2
T1609.CFE,2016/9/14,150005.IB,8.567123288,2016/4/9,2016/10/9,3.64,2
T1609.CFE,2016/9/14,150016.IB,8.835616438,2016/7/16,2017/1/16,3.51,2
T1609.CFE,2016/9/14,150023.IB,9.084699454,2016/4/15,2016/10/15,2.99,2
T1609.CFE,2016/9/14,160004.IB,9.371584699,2016/7/28,2017/1/28,2.85,2
T1609.CFE,2016/9/14,160006.IB,6.504109589,2016/3/17,2017/3/17,2.75,1
T1609.CFE,2016/9/14,160010.IB,9.638356164,2016/5/5,2016/11/5,2.9,2
T1609.CFE,2016/9/14,160014.IB,6.753424658,2016/6/16,2017/6/16,2.95,1
T1609.CFE,2016/9/14,160017.IB,9.887671233,2016/8/4,2017/2/4,2.74,2
T1609.CFE,2016/9/14,160020.IB,6.964383562,2016/9/1,2017/9/1,2.75,1
T1612.CFE,2016/12/14,050004.IB,8.416438356,2016/11/15,2017/5/15,4.11,2
T1612.CFE,2016/12/14,080023.IB,6.953424658,2016/11/27,2017/5/27,3.62,2
T1612.CFE,2016/12/14,130018.IB,6.687671233,2016/8/22,2017/2/22,4.08,2
T1612.CFE,2016/12/14,140005.IB,7.263013699,2016/9/20,2017/3/20,4.42,2
T1612.CFE,2016/12/14,140021.IB,7.761643836,2016/9/18,2017/3/18,4.13,2
T1612.CFE,2016/12/14,150005.IB,8.317808219,2016/10/9,2017/4/9,3.64,2
T1612.CFE,2016/12/14,150016.IB,8.58630137,2016/7/16,2017/1/16,3.51,2
T1612.CFE,2016/12/14,150023.IB,8.835616438,2016/10/15,2017/4/15,2.99,2
T1612.CFE,2016/12/14,160004.IB,9.12295082,2016/7/28,2017/1/28,2.85,2
T1612.CFE,2016/12/14,160010.IB,9.389041096,2016/11/5,2017/5/5,2.9,2
T1612.CFE,2016/12/14,160014.IB,6.504109589,2016/6/16,2017/6/16,2.95,1
T1612.CFE,2016/12/14,160017.IB,9.638356164,2016/8/4,2017/2/4,2.74,2
T1612.CFE,2016/12/14,160020.IB,6.715068493,2016/9/1,2017/9/1,2.75,1
T1612.CFE,2016/12/14,160023.IB,9.887671233,2016/11/3,2017/5/3,2.7,2
T1612.CFE,2016/12/14,160025.IB,6.926027397,2016/11/17,2017/11/17,2.79,1
T1703.CFE,2017/3/15,050004.IB,8.167123288,2016/11/15,2017/5/15,4.11,2
T1703.CFE,2017/3/15,060009.IB,9.282191781,2016/12/26,2017/6/26,3.7,2
T1703.CFE,2017/3/15,080023.IB,6.704109589,2016/11/27,2017/5/27,3.62,2
T1703.CFE,2017/3/15,090011.IB,7.24109589,2016/12/11,2017/6/11,3.69,2
T1703.CFE,2017/3/15,140012.IB,7.263013699,2016/12/19,2017/6/19,4,2
T1703.CFE,2017/3/15,140029.IB,7.761643836,2016/12/18,2017/6/18,3.77,2
T1703.CFE,2017/3/15,150005.IB,8.068493151,2016/10/9,2017/4/9,3.64,2
T1703.CFE,2017/3/15,150016.IB,8.336986301,2017/1/16,2017/7/16,3.51,2
T1703.CFE,2017/3/15,150023.IB,8.58630137,2016/10/15,2017/4/15,2.99,2
T1703.CFE,2017/3/15,160004.IB,8.873972603,2017/1/28,2017/7/28,2.85,2
T1703.CFE,2017/3/15,160010.IB,9.139726027,2016/11/5,2017/5/5,2.9,2
T1703.CFE,2017/3/15,160017.IB,9.389041096,2017/2/4,2017/8/4,2.74,2
T1703.CFE,2017/3/15,160020.IB,6.465753425,2016/9/1,2017/9/1,2.75,1
T1703.CFE,2017/3/15,160023.IB,9.638356164,2016/11/3,2017/5/3,2.7,2
T1703.CFE,2017/3/15,160025.IB,6.676712329,2016/11/17,2017/11/17,2.79,1
T1703.CFE,2017/3/15,170004.IB,9.906849315,2017/2/9,2017/8/9,3.4,2
T1706.CFE,2017/6/14,050004.IB,7.917808219,2017/5/15,2017/11/15,4.11,2
T1706.CFE,2017/6/14,070013.IB,10.17260274,2017/2/16,2017/8/16,4.52,2
T1706.CFE,2017/6/14,140005.IB,6.764383562,2017/3/20,2017/9/20,4.42,2
T1706.CFE,2017/6/14,140021.IB,7.263013699,2017/3/18,2017/9/18,4.13,2
T1706.CFE,2017/6/14,150005.IB,7.819178082,2017/4/9,2017/10/9,3.64,2
T1706.CFE,2017/6/14,150016.IB,8.087671233,2017/1/16,2017/7/16,3.51,2
T1706.CFE,2017/6/14,150023.IB,8.336986301,2017/4/15,2017/10/15,2.99,2
T1706.CFE,2017/6/14,160004.IB,8.624657534,2017/1/28,2017/7/28,2.85,2
T1706.CFE,2017/6/14,160010.IB,8.890410959,2017/5/5,2017/11/5,2.9,2
T1706.CFE,2017/6/14,160017.IB,9.139726027,2017/2/4,2017/8/4,2.74,2
T1706.CFE,2017/6/14,160023.IB,9.389041096,2017/5/3,2017/11/3,2.7,2
T1706.CFE,2017/6/14,170004.IB,9.657534247,2017/2/9,2017/8/9,3.4,2
T1706.CFE,2017/6/14,170006.IB,6.753424658,2017/3/16,2018/3/16,3.2,1
T1706.CFE,2017/6/14,170010.IB,9.887671233,2017/5/4,2017/11/4,3.52,2
T1709.CFE,2017/9/13,050004.IB,7.668493151,2017/5/15,2017/11/15,4.11,2
T1709.CFE,2017/9/13,060009.IB,8.783561644,2017/6/26,2017/12/26,3.7,2
T1709.CFE,2017/9/13,070013.IB,9.923287671,2017/8/16,2018/2/16,4.52,2
T1709.CFE,2017/9/13,090011.IB,6.742465753,2017/6/11,2017/12/11,3.69,2
T1709.CFE,2017/9/13,140012.IB,6.764383562,2017/6/19,2017/12/19,4,2
T1709.CFE,2017/9/13,140029.IB,7.263013699,2017/6/18,2017/12/18,3.77,2
T1709.CFE,2017/9/13,150005.IB,7.569863014,2017/4/9,2017/10/9,3.64,2
T1709.CFE,2017/9/13,150016.IB,7.838356164,2017/7/16,2018/1/16,3.51,2
T1709.CFE,2017/9/13,150023.IB,8.087671233,2017/4/15,2017/10/15,2.99,2
T1709.CFE,2017/9/13,160004.IB,8.375342466,2017/7/28,2018/1/28,2.85,2
T1709.CFE,2017/9/13,160010.IB,8.64109589,2017/5/5,2017/11/5,2.9,2
T1709.CFE,2017/9/13,160017.IB,8.890410959,2017/8/4,2018/2/4,2.74,2
T1709.CFE,2017/9/13,160023.IB,9.139726027,2017/5/3,2017/11/3,2.7,2
T1709.CFE,2017/9/13,170004.IB,9.408219178,2017/8/9,2018/2/9,3.4,2
T1709.CFE,2017/9/13,170006.IB,6.504109589,2017/3/16,2018/3/16,3.2,1
T1709.CFE,2017/9/13,170010.IB,9.638356164,2017/5/4,2017/11/4,3.52,2
T1709.CFE,2017/9/13,170013.IB,6.77260274,2017/6/22,2018/6/22,3.57,1
T1709.CFE,2017/9/13,170018.IB,9.887671233,2017/8/3,2018/2/3,3.59,2
T1712.CFE,2017/12/13,050004.IB,7.419178082,2017/11/15,2018/5/15,4.11,2
T1712.CFE,2017/12/13,070013.IB,9.673972603,2017/8/16,2018/2/16,4.52,2
T1712.CFE,2017/12/13,140021.IB,6.764383562,2017/9/18,2018/3/18,4.13,2
T1712.CFE,2017/12/13,150005.IB,7.320547945,2017/10/9,2018/4/9,3.64,2
T1712.CFE,2017/12/13,150016.IB,7.589041096,2017/7/16,2018/1/16,3.51,2
T1712.CFE,2017/12/13,150023.IB,7.838356164,2017/10/15,2018/4/15,2.99,2
T1712.CFE,2017/12/13,160004.IB,8.126027397,2017/7/28,2018/1/28,2.85,2
T1712.CFE,2017/12/13,160010.IB,8.391780822,2017/11/5,2018/5/5,2.9,2
T1712.CFE,2017/12/13,160017.IB,8.64109589,2017/8/4,2018/2/4,2.74,2
T1712.CFE,2017/12/13,160023.IB,8.890410959,2017/11/3,2018/5/3,2.7,2
T1712.CFE,2017/12/13,170004.IB,9.15890411,2017/8/9,2018/2/9,3.4,2
T1712.CFE,2017/12/13,170010.IB,9.389041096,2017/11/4,2018/5/4,3.52,2
T1712.CFE,2017/12/13,170013.IB,6.523287671,2017/6/22,2018/6/22,3.57,1
T1712.CFE,2017/12/13,170018.IB,9.638356164,2017/8/3,2018/2/3,3.59,2
T1712.CFE,2017/12/13,170020.IB,6.77260274,2017/9/21,2018/9/21,3.69,1
T1712.CFE,2017/12/13,170025.IB,9.887671233,2017/11/2,2018/5/2,3.82,2
T1803.CFE,2018/3/14,050004.IB,7.169863014,2017/11/15,2018/5/15,4.11,2
T1803.CFE,2018/3/14,060009.IB,8.284931507,2017/12/26,2018/6/26,3.7,2
T1803.CFE,2018/3/14,070013.IB,9.424657534,2018/2/16,2018/8/16,4.52,2
T1803.CFE,2018/3/14,140029.IB,6.764383562,2017/12/18,2018/6/18,3.77,2
T1803.CFE,2018/3/14,150005.IB,7.071232877,2017/10/9,2018/4/9,3.64,2
T1803.CFE,2018/3/14,150016.IB,7.339726027,2018/1/16,2018/7/16,3.51,2
T1803.CFE,2018/3/14,150023.IB,7.589041096,2017/10/15,2018/4/15,2.99,2
T1803.CFE,2018/3/14,160004.IB,7.876712329,2018/1/28,2018/7/28,2.85,2
T1803.CFE,2018/3/14,160010.IB,8.142465753,2017/11/5,2018/5/5,2.9,2
T1803.CFE,2018/3/14,160017.IB,8.391780822,2018/2/4,2018/8/4,2.74,2
T1803.CFE,2018/3/14,160023.IB,8.64109589,2017/11/3,2018/5/3,2.7,2
T1803.CFE,2018/3/14,170004.IB,8.909589041,2018/2/9,2018/8/9,3.4,2
T1803.CFE,2018/3/14,170010.IB,9.139726027,2017/11/4,2018/5/4,3.52,2
T1803.CFE,2018/3/14,170018.IB,9.389041096,2018/2/3,2018/8/3,3.59,2
T1803.CFE,2018/3/14,170020.IB,6.523287671,2017/9/21,2018/9/21,3.69,1
T1803.CFE,2018/3/14,170025.IB,9.638356164,2017/11/2,2018/5/2,3.82,2
T1803.CFE,2018/3/14,170027.IB,6.77260274,2017/12/21,2018/12/21,3.9,1
T1803.CFE,2018/3/14,180004.IB,9.887671233,2018/2/1,2018/8/1,3.85,2
T1806.CFE,2018/6/13,050004.IB,6.920547945,2018/5/15,2018/11/15,4.11,2
T1806.CFE,2018/6/13,070013.IB,9.175342466,2018/2/16,2018/8/16,4.52,2
T1806.CFE,2018/6/13,080013.IB,10.16164384,2018/2/11,2018/8/11,4.94,2
T1806.CFE,2018/6/13,150005.IB,6.821917808,2018/4/9,2018/10/9,3.64,2
T1806.CFE,2018/6/13,150016.IB,7.090410959,2018/1/16,2018/7/16,3.51,2
T1806.CFE,2018/6/13,150023.IB,7.339726027,2018/4/15,2018/10/15,2.99,2
T1806.CFE,2018/6/13,160004.IB,7.62739726,2018/1/28,2018/7/28,2.85,2
T1806.CFE,2018/6/13,160010.IB,7.893150685,2018/5/5,2018/11/5,2.9,2
T1806.CFE,2018/6/13,160017.IB,8.142465753,2018/2/4,2018/8/4,2.74,2
T1806.CFE,2018/6/13,160023.IB,8.391780822,2018/5/3,2018/11/3,2.7,2
T1806.CFE,2018/6/13,170004.IB,8.660273973,2018/2/9,2018/8/9,3.4,2
T1806.CFE,2018/6/13,170010.IB,8.890410959,2018/5/4,2018/11/4,3.52,2
T1806.CFE,2018/6/13,170018.IB,9.139726027,2018/2/3,2018/8/3,3.59,2
T1806.CFE,2018/6/13,170025.IB,9.389041096,2018/5/2,2018/11/2,3.82,2
T1806.CFE,2018/6/13,170027.IB,6.523287671,2017/12/21,2018/12/21,3.9,1
T1806.CFE,2018/6/13,180004.IB,9.638356164,2018/2/1,2018/8/1,3.85,2
T1806.CFE,2018/6/13,180005.IB,6.734246575,2018/3/8,2019/3/8,3.77,1
T1806.CFE,2018/6/13,180011.IB,9.926027397,2018/5/17,2018/11/17,3.69,2
T1809.CFE,2018/9/19,050004.IB,6.652054795,2018/5/15,2018/11/15,4.11,2
T1809.CFE,2018/9/19,060009.IB,7.767123288,2018/6/26,2018/12/26,3.7,2
T1809.CFE,2018/9/19,070013.IB,8.906849315,2018/8/16,2019/2/16,4.52,2
T1809.CFE,2018/9/19,080013.IB,9.893150685,2018/8/11,2019/2/11,4.94,2
T1809.CFE,2018/9/19,150016.IB,6.821917808,2018/7/16,2019/1/16,3.51,2
T1809.CFE,2018/9/19,150023.IB,7.071232877,2018/4/15,2018/10/15,2.99,2
T1809.CFE,2018/9/19,160004.IB,7.35890411,2018/7/28,2019/1/28,2.85,2
T1809.CFE,2018/9/19,160010.IB,7.624657534,2018/5/5,2018/11/5,2.9,2
T1809.CFE,2018/9/19,160017.IB,7.873972603,2018/8/4,2019/2/4,2.74,2
T1809.CFE,2018/9/19,160023.IB,8.123287671,2018/5/3,2018/11/3,2.7,2
T1809.CFE,2018/9/19,170004.IB,8.391780822,2018/8/9,2019/2/9,3.4,2
T1809.CFE,2018/9/19,170010.IB,8.621917808,2018/5/4,2018/11/4,3.52,2
T1809.CFE,2018/9/19,170018.IB,8.871232877,2018/8/3,2019/2/3,3.59,2
T1809.CFE,2018/9/19,170025.IB,9.120547945,2018/5/2,2018/11/2,3.82,2
T1809.CFE,2018/9/19,180004.IB,9.369863014,2018/8/1,2019/2/1,3.85,2
T1809.CFE,2018/9/19,180005.IB,6.465753425,2018/3/8,2019/3/8,3.77,1
T1809.CFE,2018/9/19,180011.IB,9.657534247,2018/5/17,2018/11/17,3.69,2
T1809.CFE,2018/9/19,180013.IB,6.715068493,2018/6/7,2019/6/7,3.61,1
T1809.CFE,2018/9/19,180019.IB,9.906849315,2018/8/16,2019/2/16,3.54,2
T1809.CFE,2018/9/19,180020.IB,6.964383562,2018/9/6,2019/9/6,3.6,1
T1812.CFE,2018/12/19,150016.IB,6.57260274,2018/7/16,2019/1/16,3.51,2
T1812.CFE,2018/12/19,150023.IB,6.821917808,2018/10/15,2019/4/15,2.99,2
T1812.CFE,2018/12/19,160004.IB,7.109589041,2018/7/28,2019/1/28,2.85,2
T1812.CFE,2018/12/19,160010.IB,7.375342466,2018/11/5,2019/5/5,2.9,2
T1812.CFE,2018/12/19,160017.IB,7.624657534,2018/8/4,2019/2/4,2.74,2
T1812.CFE,2018/12/19,160023.IB,7.873972603,2018/11/3,2019/5/3,2.7,2
T1812.CFE,2018/12/19,170004.IB,8.142465753,2018/8/9,2019/2/9,3.4,2
T1812.CFE,2018/12/19,170010.IB,8.37260274,2018/11/4,2019/5/4,3.52,2
T1812.CFE,2018/12/19,170018.IB,8.621917808,2018/8/3,2019/2/3,3.59,2
T1812.CFE,2018/12/19,170025.IB,8.871232877,2018/11/2,2019/5/2,3.82,2
T1812.CFE,2018/12/19,180004.IB,9.120547945,2018/8/1,2019/2/1,3.85,2
T1812.CFE,2018/12/19,180011.IB,9.408219178,2018/11/17,2019/5/17,3.69,2
