sec_name,LASTDELIVERY_DATE,bond_cd,ptmyear,anal_precupn,nxcupn,couponrate,interestfrequency
T1812.CFE,2018/12/19,180013.IB,6.465753425,2018/6/7,2019/6/7,3.61,1
T1812.CFE,2018/12/19,180019.IB,9.657534247,2018/8/16,2019/2/16,3.54,2
T1812.CFE,2018/12/19,180020.IB,6.715068493,2018/9/6,2019/9/6,3.6,1
T1812.CFE,2018/12/19,180027.IB,9.926027397,2018/11/22,2019/5/22,3.25,2
T1812.CFE,2018/12/19,180028.IB,6.964383562,2018/12/6,2019/12/6,3.22,1
T1903.CFE,2019/3/13,150023.IB,6.591780822,2018/10/15,2019/4/15,2.99,2
T1903.CFE,2019/3/13,160004.IB,6.879452055,2019/1/28,2019/7/28,2.85,2
T1903.CFE,2019/3/13,160010.IB,7.145205479,2018/11/5,2019/5/5,2.9,2
T1903.CFE,2019/3/13,160017.IB,7.394520548,2019/2/4,2019/8/4,2.74,2
T1903.CFE,2019/3/13,160023.IB,7.643835616,2018/11/3,2019/5/3,2.7,2
T1903.CFE,2019/3/13,170004.IB,7.912328767,2019/2/9,2019/8/9,3.4,2
T1903.CFE,2019/3/13,170010.IB,8.142465753,2018/11/4,2019/5/4,3.52,2
T1903.CFE,2019/3/13,170018.IB,8.391780822,2019/2/3,2019/8/3,3.59,2
T1903.CFE,2019/3/13,170025.IB,8.64109589,2018/11/2,2019/5/2,3.82,2
T1903.CFE,2019/3/13,180004.IB,8.890410959,2019/2/1,2019/8/1,3.85,2
T1903.CFE,2019/3/13,180011.IB,9.178082192,2018/11/17,2019/5/17,3.69,2
T1903.CFE,2019/3/13,180019.IB,9.42739726,2019/2/16,2019/8/16,3.54,2
T1903.CFE,2019/3/13,180020.IB,6.484931507,2018/9/6,2019/9/6,3.6,1
T1903.CFE,2019/3/13,180027.IB,9.695890411,2018/11/22,2019/5/22,3.25,2
T1903.CFE,2019/3/13,180028.IB,6.734246575,2018/12/6,2019/12/6,3.22,1
T1906.CFE,2019/6/19,160004.IB,6.610958904,2019/1/28,2019/7/28,2.85,2
T1906.CFE,2019/6/19,160010.IB,6.87704918,2019/5/5,2019/11/5,2.9,2
T1906.CFE,2019/6/19,160017.IB,7.126027397,2019/2/4,2019/8/4,2.74,2
T1906.CFE,2019/6/19,160023.IB,7.375342466,2019/5/3,2019/11/3,2.7,2
T1906.CFE,2019/6/19,170004.IB,7.643835616,2019/2/9,2019/8/9,3.4,2
T1906.CFE,2019/6/19,170010.IB,7.87431694,2019/5/4,2019/11/4,3.52,2
T1906.CFE,2019/6/19,170018.IB,8.123287671,2019/2/3,2019/8/3,3.59,2
T1906.CFE,2019/6/19,170025.IB,8.37260274,2019/5/2,2019/11/2,3.82,2
T1906.CFE,2019/6/19,180004.IB,8.621917808,2019/2/1,2019/8/1,3.85,2
T1906.CFE,2019/6/19,180011.IB,8.909836066,2019/5/17,2019/11/17,3.69,2
T1906.CFE,2019/6/19,180019.IB,9.15890411,2019/2/16,2019/8/16,3.54,2
T1906.CFE,2019/6/19,180027.IB,9.42739726,2019/5/22,2019/11/22,3.25,2
T1906.CFE,2019/6/19,180028.IB,6.465753425,2018/12/6,2019/12/6,3.22,1
T1906.CFE,2019/6/19,190006.IB,9.926229508,2019/5/23,2019/11/23,3.29,2
T1906.CFE,2019/6/19,190007.IB,6.964480874,2019/6/6,2020/6/6,3.25,1
T1909.CFE,2019/9/19,160010.IB,6.62568306,2019/5/5,2019/11/5,2.9,2
T1909.CFE,2019/9/19,160017.IB,6.87431694,2019/8/4,2020/2/4,2.74,2
T1909.CFE,2019/9/19,160023.IB,7.123287671,2019/5/3,2019/11/3,2.7,2
T1909.CFE,2019/9/19,170004.IB,7.391780822,2019/8/9,2020/2/9,3.4,2
T1909.CFE,2019/9/19,170010.IB,7.62295082,2019/5/4,2019/11/4,3.52,2
T1909.CFE,2019/9/19,170018.IB,7.871584699,2019/8/3,2020/2/3,3.59,2
T1909.CFE,2019/9/19,170025.IB,8.120547945,2019/5/2,2019/11/2,3.82,2
T1909.CFE,2019/9/19,180004.IB,8.369863014,2019/8/1,2020/2/1,3.85,2
T1909.CFE,2019/9/19,180011.IB,8.658469945,2019/5/17,2019/11/17,3.69,2
T1909.CFE,2019/9/19,180019.IB,8.907103825,2019/8/16,2020/2/16,3.54,2
T1909.CFE,2019/9/19,180027.IB,9.175342466,2019/5/22,2019/11/22,3.25,2
T1909.CFE,2019/9/19,190006.IB,9.674863388,2019/5/23,2019/11/23,3.29,2
T1909.CFE,2019/9/19,190007.IB,6.713114754,2019/6/6,2020/6/6,3.25,1
T1912.CFE,2019/12/18,160017.IB,6.628415301,2019/8/4,2020/2/4,2.74,2
T1912.CFE,2019/12/18,160023.IB,6.87704918,2019/11/3,2020/5/3,2.7,2
T1912.CFE,2019/12/18,170004.IB,7.145205479,2019/8/9,2020/2/9,3.4,2
T1912.CFE,2019/12/18,170010.IB,7.37704918,2019/11/4,2020/5/4,3.52,2
T1912.CFE,2019/12/18,170018.IB,7.62568306,2019/8/3,2020/2/3,3.59,2
T1912.CFE,2019/12/18,170025.IB,7.87431694,2019/11/2,2020/5/2,3.82,2
T1912.CFE,2019/12/18,180004.IB,8.123287671,2019/8/1,2020/2/1,3.85,2
T1912.CFE,2019/12/18,180011.IB,8.412568306,2019/11/17,2020/5/17,3.69,2
T1912.CFE,2019/12/18,180019.IB,8.661202186,2019/8/16,2020/2/16,3.54,2
T1912.CFE,2019/12/18,180027.IB,8.928961749,2019/11/22,2020/5/22,3.25,2
T1912.CFE,2019/12/18,190006.IB,9.428961749,2019/11/23,2020/5/23,3.29,2
T1912.CFE,2019/12/18,190007.IB,6.467213115,2019/6/6,2020/6/6,3.25,1
T1912.CFE,2019/12/18,190015.IB,9.926229508,2019/11/21,2020/5/21,3.13,2
T1912.CFE,2019/12/18,190016.IB,6.964480874,2019/12/5,2020/12/5,3.12,1
T2003.CFE,2020/3/18,160023.IB,6.628415301,2019/11/3,2020/5/3,2.7,2
T2003.CFE,2020/3/18,170004.IB,6.896174863,2020/2/9,2020/8/9,3.4,2
T2003.CFE,2020/3/18,170010.IB,7.128415301,2019/11/4,2020/5/4,3.52,2
T2003.CFE,2020/3/18,170018.IB,7.37704918,2020/2/3,2020/8/3,3.59,2
T2003.CFE,2020/3/18,170025.IB,7.62568306,2019/11/2,2020/5/2,3.82,2
T2003.CFE,2020/3/18,180004.IB,7.87431694,2020/2/1,2020/8/1,3.85,2
T2003.CFE,2020/3/18,180011.IB,8.163934426,2019/11/17,2020/5/17,3.69,2
T2003.CFE,2020/3/18,180019.IB,8.412568306,2020/2/16,2020/8/16,3.54,2
T2003.CFE,2020/3/18,180027.IB,8.680327869,2019/11/22,2020/5/22,3.25,2
T2003.CFE,2020/3/18,190006.IB,9.180327869,2019/11/23,2020/5/23,3.29,2
T2003.CFE,2020/3/18,190015.IB,9.677595628,2019/11/21,2020/5/21,3.13,2
T2003.CFE,2020/3/18,190016.IB,6.715846995,2019/12/5,2020/12/5,3.12,1
T2006.CFE,2020/6/17,170004.IB,6.647540984,2020/2/9,2020/8/9,3.4,2
T2006.CFE,2020/6/17,170010.IB,6.879452055,2020/5/4,2020/11/4,3.52,2
T2006.CFE,2020/6/17,170018.IB,7.128415301,2020/2/3,2020/8/3,3.59,2
T2006.CFE,2020/6/17,170025.IB,7.37704918,2020/5/2,2020/11/2,3.82,2
T2006.CFE,2020/6/17,180004.IB,7.62568306,2020/2/1,2020/8/1,3.85,2
T2006.CFE,2020/6/17,180011.IB,7.915068493,2020/5/17,2020/11/17,3.69,2
T2006.CFE,2020/6/17,180019.IB,8.163934426,2020/2/16,2020/8/16,3.54,2
T2006.CFE,2020/6/17,180027.IB,8.431693989,2020/5/22,2020/11/22,3.25,2
T2006.CFE,2020/6/17,190006.IB,8.931506849,2020/5/23,2020/11/23,3.29,2
T2006.CFE,2020/6/17,190015.IB,9.428961749,2020/5/21,2020/11/21,3.13,2
T2006.CFE,2020/6/17,190016.IB,6.467213115,2019/12/5,2020/12/5,3.12,1
T2006.CFE,2020/6/17,200006.IB,9.926027397,2020/5/21,2020/11/21,2.68,2
T2006.CFE,2020/6/17,200008.IB,6.964383562,2020/6/4,2021/6/4,2.85,1
T2009.CFE,2020/9/16,170010.IB,6.630136986,2020/5/4,2020/11/4,3.52,2
T2009.CFE,2020/9/16,170018.IB,6.879452055,2020/8/3,2021/2/3,3.59,2
T2009.CFE,2020/9/16,170025.IB,7.128415301,2020/5/2,2020/11/2,3.82,2
T2009.CFE,2020/9/16,180004.IB,7.37704918,2020/8/1,2021/2/1,3.85,2
T2009.CFE,2020/9/16,180011.IB,7.665753425,2020/5/17,2020/11/17,3.69,2
T2009.CFE,2020/9/16,180019.IB,7.915068493,2020/8/16,2021/2/16,3.54,2
T2009.CFE,2020/9/16,180027.IB,8.183060109,2020/5/22,2020/11/22,3.25,2
T2009.CFE,2020/9/16,190006.IB,8.682191781,2020/5/23,2020/11/23,3.29,2
T2009.CFE,2020/9/16,190015.IB,9.180327869,2020/5/21,2020/11/21,3.13,2
T2009.CFE,2020/9/16,2000002.IB,6.756164384,2020/6/19,2021/6/19,2.71,1
T2009.CFE,2020/9/16,2000003.IB,9.769863014,2020/6/24,2020/12/24,2.77,2
T2009.CFE,2020/9/16,2000004.IB,9.830136986,2020/7/16,2021/1/16,2.86,2
T2009.CFE,2020/9/16,200006.IB,9.676712329,2020/5/21,2020/11/21,2.68,2
T2009.CFE,2020/9/16,200008.IB,6.715068493,2020/6/4,2021/6/4,2.85,1
T2012.CFE,2020/12/16,170018.IB,6.630136986,2020/8/3,2021/2/3,3.59,2
T2012.CFE,2020/12/16,170025.IB,6.879452055,2020/11/2,2021/5/2,3.82,2
T2012.CFE,2020/12/16,180004.IB,7.128415301,2020/8/1,2021/2/1,3.85,2
T2012.CFE,2020/12/16,180011.IB,7.416438356,2020/11/17,2021/5/17,3.69,2
T2012.CFE,2020/12/16,180019.IB,7.665753425,2020/8/16,2021/2/16,3.54,2
T2012.CFE,2020/12/16,180027.IB,7.934246575,2020/11/22,2021/5/22,3.25,2
T2012.CFE,2020/12/16,190006.IB,8.432876712,2020/11/23,2021/5/23,3.29,2
T2012.CFE,2020/12/16,190015.IB,8.931506849,2020/11/21,2021/5/21,3.13,2
T2012.CFE,2020/12/16,2000002.IB,6.506849315,2020/6/19,2021/6/19,2.71,1
T2012.CFE,2020/12/16,2000004.IB,9.580821918,2020/7/16,2021/1/16,2.86,2
T2012.CFE,2020/12/16,200006.IB,9.42739726,2020/11/21,2021/5/21,2.68,2
T2012.CFE,2020/12/16,200008.IB,6.465753425,2020/6/4,2021/6/4,2.85,1
T2103.CFE,2021/3/17,170025.IB,6.630136986,2020/11/2,2021/5/2,3.82,2
T2103.CFE,2021/3/17,180004.IB,6.879452055,2021/2/1,2021/8/1,3.85,2
T2103.CFE,2021/3/17,180011.IB,7.167123288,2020/11/17,2021/5/17,3.69,2
T2103.CFE,2021/3/17,180019.IB,7.416438356,2021/2/16,2021/8/16,3.54,2
T2103.CFE,2021/3/17,180027.IB,7.684931507,2020/11/22,2021/5/22,3.25,2
T2103.CFE,2021/3/17,190006.IB,8.183561644,2020/11/23,2021/5/23,3.29,2
T2103.CFE,2021/3/17,190015.IB,8.682191781,2020/11/21,2021/5/21,3.13,2
T2103.CFE,2021/3/17,2000003.IB,9.271232877,2020/12/24,2021/6/24,2.77,2
T2103.CFE,2021/3/17,2000004.IB,9.331506849,2021/1/16,2021/7/16,2.86,2
T2103.CFE,2021/3/17,200006.IB,9.178082192,2020/11/21,2021/5/21,2.68,2
T2106.CFE,2021/6/17,180004.IB,6.62739726,2021/2/1,2021/8/1,3.85,2
T2106.CFE,2021/6/17,180011.IB,6.915068493,2021/5/17,2021/11/17,3.69,2
T2106.CFE,2021/6/17,180019.IB,7.164383562,2021/2/16,2021/8/16,3.54,2
T2106.CFE,2021/6/17,180027.IB,7.432876712,2021/5/22,2021/11/22,3.25,2
T2106.CFE,2021/6/17,190006.IB,7.931506849,2021/5/23,2021/11/23,3.29,2
T2106.CFE,2021/6/17,190015.IB,8.430136986,2021/5/21,2021/11/21,3.13,2
T2106.CFE,2021/6/17,2000004.IB,9.079452055,2021/1/16,2021/7/16,2.86,2
T2106.CFE,2021/6/17,200006.IB,8.926027397,2021/5/21,2021/11/21,2.68,2
TS1812.CFE,2018/12/19,150019.IB,1.720547945,2018/9/8,2019/9/8,3.14,1
TS1812.CFE,2018/12/19,160002.IB,2.071232877,2018/1/14,2019/1/14,2.53,1
TS1812.CFE,2018/12/19,170016.IB,1.602739726,2018/7/27,2019/7/27,3.46,1
TS1812.CFE,2018/12/19,170023.IB,1.852054795,2018/10/26,2019/10/26,3.6,1
TS1812.CFE,2018/12/19,180002.IB,2.101369863,2018/1/25,2019/1/25,3.56,1
TS1812.CFE,2018/12/19,180015.IB,1.561643836,2018/7/12,2019/7/12,3.14,1
TS1812.CFE,2018/12/19,180022.IB,1.830136986,2018/10/18,2019/10/18,3,1
TS1903.CFE,2019/3/13,150019.IB,1.490410959,2018/9/8,2019/9/8,3.14,1
TS1903.CFE,2019/3/13,160002.IB,1.84109589,2019/1/14,2020/1/14,2.53,1
TS1903.CFE,2019/3/13,160007.IB,2.087671233,2018/4/14,2019/4/14,2.58,1
TS1903.CFE,2019/3/13,170023.IB,1.621917808,2018/10/26,2019/10/26,3.6,1
TS1903.CFE,2019/3/13,180002.IB,1.871232877,2019/1/25,2020/1/25,3.56,1
TS1903.CFE,2019/3/13,180007.IB,2.082191781,2018/4/12,2019/4/12,3.42,1
TS1903.CFE,2019/3/13,180022.IB,1.6,2018/10/18,2019/10/18,3,1
TS1903.CFE,2019/3/13,190002.IB,1.945205479,2019/2/21,2020/2/21,2.44,1
TS1906.CFE,2019/6/19,160002.IB,1.57260274,2019/1/14,2020/1/14,2.53,1
TS1906.CFE,2019/6/19,160007.IB,1.819672131,2019/4/14,2020/4/14,2.58,1
TS1906.CFE,2019/6/19,160015.IB,2.068493151,2018/7/14,2019/7/14,2.65,1
TS1906.CFE,2019/6/19,180002.IB,1.602739726,2019/1/25,2020/1/25,3.56,1
TS1906.CFE,2019/6/19,180007.IB,1.81420765,2019/4/12,2020/4/12,3.42,1
TS1906.CFE,2019/6/19,180014.IB,2.043835616,2018/7/12,2019/7/5,3.24,1
TS1906.CFE,2019/6/19,190002.IB,1.676712329,2019/2/21,2020/2/21,2.44,1
TS1909.CFE,2019/9/19,160007.IB,1.568306011,2019/4/14,2020/4/14,2.58,1
TS1909.CFE,2019/9/19,160015.IB,1.816939891,2019/7/14,2020/7/14,2.65,1
TS1909.CFE,2019/9/19,160021.IB,2.084931507,2018/10/20,2019/10/20,2.39,1
TS1909.CFE,2019/9/19,180007.IB,1.56284153,2019/4/12,2020/4/12,3.42,1
TS1909.CFE,2019/9/19,180014.IB,1.792349727,2019/7/5,2020/7/5,3.24,1
TS1909.CFE,2019/9/19,180021.IB,2.060273973,2018/10/11,2019/10/11,3.17,1
TS1909.CFE,2019/9/19,190009.IB,1.808743169,2019/7/11,2020/7/11,2.74,1
TS1912.CFE,2019/12/18,160015.IB,1.571038251,2019/7/14,2020/7/14,2.65,1
TS1912.CFE,2019/12/18,160021.IB,1.838797814,2019/10/20,2020/10/20,2.39,1
TS1912.CFE,2019/12/18,170001.IB,2.068493151,2019/1/12,2020/1/12,2.88,1
TS1912.CFE,2019/12/18,180014.IB,1.546448087,2019/7/5,2020/7/5,3.24,1
TS1912.CFE,2019/12/18,180021.IB,1.81420765,2019/10/11,2020/10/11,3.17,1
TS1912.CFE,2019/12/18,190009.IB,1.56284153,2019/7/11,2020/7/11,2.74,1
TS1912.CFE,2019/12/18,190014.IB,1.907103825,2019/11/14,2020/11/14,2.69,1
TS2003.CFE,2020/3/18,160021.IB,1.590163934,2019/10/20,2020/10/20,2.39,1
TS2003.CFE,2020/3/18,170001.IB,1.819672131,2020/1/12,2021/1/12,2.88,1
TS2003.CFE,2020/3/18,170007.IB,2.071038251,2019/4/13,2020/4/13,3.13,1
TS2003.CFE,2020/3/18,180021.IB,1.56557377,2019/10/11,2020/10/11,3.17,1
TS2003.CFE,2020/3/18,190014.IB,1.658469945,2019/11/14,2020/11/14,2.69,1
TS2003.CFE,2020/3/18,200002.IB,1.907103825,2020/2/13,2021/2/13,2.2,1
TS2006.CFE,2020/6/17,170001.IB,1.571038251,2020/1/12,2021/1/12,2.88,1
TS2006.CFE,2020/6/17,170007.IB,1.821917808,2020/4/13,2021/4/13,3.13,1
TS2006.CFE,2020/6/17,170014.IB,2.071038251,2019/7/13,2020/7/13,3.47,1
TS2006.CFE,2020/6/17,190003.IB,1.720547945,2020/3/7,2021/3/7,2.69,1
TS2006.CFE,2020/6/17,190011.IB,2.142076503,2019/8/8,2020/8/8,2.75,1
TS2006.CFE,2020/6/17,200002.IB,1.658469945,2020/2/13,2021/2/13,2.2,1
TS2009.CFE,2020/9/16,170007.IB,1.57260274,2020/4/13,2021/4/13,3.13,1
TS2009.CFE,2020/9/16,170014.IB,1.821917808,2020/7/13,2021/7/13,3.47,1
TS2009.CFE,2020/9/16,170021.IB,2.090163934,2019/10/19,2020/10/19,3.73,1
TS2009.CFE,2020/9/16,190003.IB,1.471232877,2020/3/7,2021/3/7,2.69,1
TS2009.CFE,2020/9/16,190011.IB,1.893150685,2020/8/8,2021/8/8,2.75,1
TS2009.CFE,2020/9/16,200011.IB,1.906849315,2020/8/13,2021/8/13,2.64,1
TS2012.CFE,2020/12/16,1700003.IB,1.75890411,2020/9/19,2021/9/19,3.59,1
TS2012.CFE,2020/12/16,170014.IB,1.57260274,2020/7/13,2021/7/13,3.47,1
TS2012.CFE,2020/12/16,170021.IB,1.84109589,2020/10/19,2021/10/19,3.73,1
TS2012.CFE,2020/12/16,180001.IB,2.090163934,2020/1/18,2021/1/18,3.81,1
TS2012.CFE,2020/12/16,190011.IB,1.643835616,2020/8/8,2021/8/8,2.75,1
TS2012.CFE,2020/12/16,200011.IB,1.657534247,2020/8/13,2021/8/13,2.64,1
TS2103.CFE,2021/3/17,1700003.IB,1.509589041,2020/9/19,2021/9/19,3.59,1
TS2103.CFE,2021/3/17,170021.IB,1.591780822,2020/10/19,2021/10/19,3.73,1
TS2103.CFE,2021/3/17,180001.IB,1.84109589,2021/1/18,2022/1/18,3.81,1
TS2103.CFE,2021/3/17,180009.IB,2.090410959,2020/4/19,2021/4/19,3.17,1
TS2106.CFE,2021/6/17,180001.IB,1.589041096,2021/1/18,2022/1/18,3.81,1
TS2106.CFE,2021/6/17,180009.IB,1.838356164,2021/4/19,2022/4/19,3.17,1
TS2106.CFE,2021/6/17,180016.IB,2.068493151,2020/7/12,2021/7/12,3.3,1
TS2106.CFE,2021/6/17,200003.IB,1.715068493,2021/3/5,2022/3/5,2.24,1
TF1312.CFE,2013/12/18,050012.IB,6.909589041,2013/11/15,2014/5/15,3.65,2
TF1312.CFE,2013/12/18,080003.IB,4.252054795,2013/9/20,2014/3/20,4.07,2
TF1312.CFE,2013/12/18,080018.IB,4.761643836,2013/9/22,2014/3/22,3.68,2
TF1312.CFE,2013/12/18,090003.IB,5.230136986,2013/9/12,2014/3/12,3.05,2
TF1312.CFE,2013/12/18,090007.IB,5.383561644,2013/11/7,2014/5/7,3.02,2
TF1312.CFE,2013/12/18,090016.IB,5.594520548,2013/7/23,2014/1/23,3.48,2
TF1312.CFE,2013/12/18,090023.IB,5.747945205,2013/9/17,2014/3/17,3.44,2
TF1312.CFE,2013/12/18,090027.IB,5.882191781,2013/11/5,2014/5/5,3.68,2
TF1312.CFE,2013/12/18,100002.IB,6.131506849,2013/8/4,2014/2/4,3.43,2
TF1312.CFE,2013/12/18,100007.IB,6.265753425,2013/9/25,2014/3/25,3.36,2
TF1312.CFE,2013/12/18,100012.IB,6.4,2013/11/13,2014/5/13,3.25,2
TF1312.CFE,2013/12/18,100024.IB,6.630136986,2013/8/5,2014/2/5,3.28,2
TF1312.CFE,2013/12/18,100031.IB,6.745205479,2013/9/16,2014/3/16,3.29,2
TF1312.CFE,2013/12/18,100034.IB,6.860273973,2013/10/28,2014/4/28,3.67,2
TF1312.CFE,2013/12/18,110003.IB,4.109589041,2013/1/27,2014/1/27,3.83,1
TF1312.CFE,2013/12/18,110006.IB,4.205479452,2013/3/3,2014/3/3,3.75,1
TF1312.CFE,2013/12/18,110017.IB,4.550684932,2013/7/7,2014/7/7,3.7,1
TF1312.CFE,2013/12/18,110021.IB,4.819178082,2013/10/13,2014/10/13,3.65,1
TF1312.CFE,2013/12/18,120005.IB,5.219178082,2013/3/8,2014/3/8,3.41,1
TF1312.CFE,2013/12/18,120010.IB,5.468493151,2013/6/7,2014/6/7,3.14,1
TF1312.CFE,2013/12/18,120016.IB,5.717808219,2013/9/6,2014/9/6,3.25,1
TF1312.CFE,2013/12/18,130001.IB,4.063013699,2013/1/10,2014/1/10,3.15,1
TF1312.CFE,2013/12/18,130003.IB,6.101369863,2013/1/24,2014/1/24,3.42,1
TF1312.CFE,2013/12/18,130008.IB,6.331506849,2013/4/18,2014/4/18,3.29,1
